綜合,#genre#
中天娛樂,P2p://generationnexxxt.com:19806/4ec900f6e5c0468db4b5f6743efa6508
東森戲劇,P2p://generationnexxxt.com:19806/d6863286fa4a40cbbf9f93bd5c1e5733
八大戲劇,P2p://generationnexxxt.com:19806/a5393bab3516410fb2bd81ea2329f7b3
TVBS歡樂,P2p://generationnexxxt.com:19806/115a1e134813400abd3e49bad3af517c
緯來戲劇,P2p://generationnexxxt.com:19806/8a65b7456abb49f0bd564d6741cd4542
高點綜合,P2p://generationnexxxt.com:19806/87ef49531c3c4f70b86874445d32ff0d
CNBC,P2p://generationnexxxt.com:19806/0c7b37b4c3254709945af2916fe4848b
Bloomberg TV,P2p://generationnexxxt.com:19806/b7a11fd04a2f4a44acdab32693edee1e
HITS,P2p://generationnexxxt.com:19806/512347b10e364e9bb4d436f495b1a8be
壹電視新聞,P2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b
年代新聞,P2p://generationnexxxt.com:19806/00b0fb08552945cbbaf718f9d815ca73
東森新聞,P2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b
中天新聞,P2p://generationnexxxt.com:19806/1180a44e6cef425e826c3e798f7f3ea9
民視新聞,P2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03
三立新聞,P2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1
TVBS新聞,P2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9
TVBS,P2p://generationnexxxt.com:19806/5fe15c41a5ed4d5f9262ee28464c45c0
東森財經新聞,P2p://generationnexxxt.com:19806/5634f613b7f84f81a5c56a6af4311d57
非凡新聞,P2p://generationnexxxt.com:19806/3d7f2e1d0e04407ba29c656092041b09
MOMO綜合,P2p://generationnexxxt.com:19806/bc7a77f2d1a54242a2b845916fcb726c
東森電影,P2p://generationnexxxt.com:19806/90fe82037af64fd3bfc08879b08f3e2f
緯來電影,P2p://generationnexxxt.com:19806/73fb2db46b6c4ec885e3709d9b7a4983
龍祥電影,P2p://generationnexxxt.com:19806/1c325d3c69ec458c852b173bf2e397a9
HBO,P2p://generationnexxxt.com:19806/ccabaebf243e4385a8f39a6abf31f8bb
東森洋片,P2p://generationnexxxt.com:19806/29384d5c65734485903a3e592c9ef54f
AXN,P2p://generationnexxxt.com:19806/6c01776274094a4191d223378054782b
好萊塢電影,P2p://generationnexxxt.com:19806/c4810d15af404015859a5fc5059e4716
CINEMAX,P2p://generationnexxxt.com:19806/a7ef892dc3d54789b8a29e5b8b06882e
緯來育樂,P2p://generationnexxxt.com:19806/5c2e47cfcc864451b73783def36674bb
緯來體育,P2p://generationnexxxt.com:19806/76e607f5f18c4561b7d5b5915897cc99
ELEVEN體育1,P2p://generationnexxxt.com:19806/686833968d4b45319a5942827b997e59
JET綜合,P2p://generationnexxxt.com:19806/834c314a8ff844b0a9c3ea729ad8516b
國興衛視,P2p://generationnexxxt.com:19806/341ef44c383e42aabb387120e1dade1c
Z頻道,P2p://generationnexxxt.com:19806/70f52ed474e541f78682604ce0330bf2
Animax,P2p://generationnexxxt.com:19806/7c6f8a583fc24b298779528c07b8c66d
人間衛視,P2p://generationnexxxt.com:19806/6c97041f5da4437597c4f045b19b28c0
尼克兒童頻道,P2p://generationnexxxt.com:19806/1d8cc2412f824c3c888a5d91d241910c
八大娛樂,P2p://generationnexxxt.com:19806/5ca416b9a3564813893dc1033310b6ba
三立iNEWS,P2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16
龍華偶像,P2p://generationnexxxt.com:19806/a7b822eb3c86487b960d27a273d5e0b6
tvN,P2p://generationnexxxt.com:19806/45cb5d3ff4f842178bd262ac32891a0c
France24,P2p://generationnexxxt.com:19806/cff5534d052046bf8a4d8b2047aaa7c0
非凡商業,P2p://generationnexxxt.com:19806/75d635caf96142a3807ed6c5f7e6240d
公視3,P2p://generationnexxxt.com:19806/facf020d07f54fa8aef38a5c8b127758
大愛2,P2p://generationnexxxt.com:19806/c549d8292cd14ac6a77bf310fba08b65
ELTV生活英語,P2p://generationnexxxt.com:19806/1a430b38978a4a0698ede6f842b3a265
靖洋卡通Nice Bingo,P2p://generationnexxxt.com:19806/c7d3153e13894863a8d735c907971efd
靖天卡通,P2p://generationnexxxt.com:19806/f55c325d0f8b4cac938804f090c50b5c
Nick Jr.,P2p://generationnexxxt.com:19806/0fdb4f78ab6f498f88c12ca5a34fffc2
Mezzo Live,P2p://generationnexxxt.com:19806/c87ec7818611487095699a6f5d65e9c4
CLASSICA 古典樂,P2p://generationnexxxt.com:19806/2671749a00774d36bd1afb569bd1edeb
愛爾達體育1,P2p://generationnexxxt.com:19806/a45037ddc0734fe58e4ab3e053d811dc
愛爾達體育2,P2p://generationnexxxt.com:19806/dc194c3738dd40448246b92172399ccd
TRACE Sport Stars,P2p://generationnexxxt.com:19806/771e966a825d4e7e8280601cb8cc1227
博斯高球,P2p://generationnexxxt.com:19806/10e28a2c31fe4fe8b3975961dec3503e
博斯高球二,P2p://generationnexxxt.com:19806/65e1b654000ce227c9f3778a2b254b95
博斯網球檯,P2p://generationnexxxt.com:19806/3ffce834097d40fa9036d0c469bafefd
博斯魅力網,P2p://generationnexxxt.com:19806/e8db82c6084a4ae2b114ea7c5403b7a2
博斯無限,P2p://generationnexxxt.com:19806/0df5cdddf4b94ff09c04dfc4f11bcfcf
博斯無限二,P2p://generationnexxxt.com:19806/6826c724c9c846d1bd63a204a39f106f
博斯運動,P2p://generationnexxxt.com:19806/1939cbb0de3449739f1dd5738bfa99e4
ELEVEN體育2,P2p://generationnexxxt.com:19806/3efe7901f6354886b0c9fde9e22ebe44
智林體育,P2p://generationnexxxt.com:19806/2eb49b88b20146879f4c2af756b30118
博斯運動二,P2p://generationnexxxt.com:19806/9b8a1167e7484391ab3945d2dcb29170
HBO強檔鉅獻,P2p://generationnexxxt.com:19806/7199aae1ab984d4fa9562d1babe7ba06
HBO原創鉅獻,P2p://generationnexxxt.com:19806/39c393cd52cb4a1b9b51a542f897570e
BBC Earth,P2p://generationnexxxt.com:19806/bfb6de1d865a44c7a78477c6a0eb0b4a
Discovery Asia,P2p://generationnexxxt.com:19806/6d031b7fba864255a10992d86da402ca
Discovery科學頻道,P2p://generationnexxxt.com:19806/5eb5ac6d3cf243b69bce16ad8e841668
DMAX,P2p://generationnexxxt.com:19806/9fcdb313900f49c4b0236628fd939870
EVE,P2p://generationnexxxt.com:19806/958f90533a3f4857bd1ea3f6610f45e5
歷史頻道,P2p://generationnexxxt.com:19806/b43ae6d6c7264673901171201610d68c
罪案偵緝頻道,P2p://generationnexxxt.com:19806/33eb3b21b71b469f9a9e0b780c615230
EYE TV戲劇,P2p://generationnexxxt.com:19806/bffdd8e7cb994d9e80a697632cf0a40f
台視新聞,P2p://generationnexxxt.com:19806/3e72f4e960264195b41106221611a5a7
寰宇新聞台灣,P2p://generationnexxxt.com:19806/eca259193814499a8bea04411ffceb1e
台視財經,P2p://generationnexxxt.com:19806/adf452cad7a246ca8ccc8301f8184c6e
緯來日本,P2p://generationnexxxt.com:19806/f975f456c2124eb78e6afaad3a9db300
愛爾達影劇,P2p://generationnexxxt.com:19806/d2fc333d45044f419b16748a28ac19c5
民視,P2p://generationnexxxt.com:19806/710b3fa51d9746d982e51411e5a49400
三立台灣,P2p://generationnexxxt.com:19806/82fb76c0b7d7487cb42604a970c4d2da
影迷數位電影,P2p://generationnexxxt.com:19806/68111c16e7bc42d3bc27791997d39a4b
愛爾達體育1,P2p://generationnexxxt.com:19806/db1725953e1d4256bcfab79f1873a727
愛爾達體育3,P2p://generationnexxxt.com:19806/90ea1d1ed6654b5d863053cfceb050e0
台視,P2p://generationnexxxt.com:19806/4f26385653f04516a9f205e141fa77b2
愛爾達體育4,P2p://generationnexxxt.com:19806/4c4be1e474784fdbbfb565b5046238f4
中視,P2p://generationnexxxt.com:19806/185127a48ab34a0dad54ab6e003ddeb3
華視,P2p://generationnexxxt.com:19806/f2790dcfba0d4f479db8ec97095579af
東森新聞,P2p://generationnexxxt.com:19806/f848bf771436495b9ce252af20bea6e2
鏡新聞,P2p://generationnexxxt.com:19806/65372d81bcb84ef4b76dd34a6f0e32bc
東森購物1,P2p://generationnexxxt.com:19806/21dbc6f9b1e141f4bbda7573d9af70a9
東森購物2,P2p://generationnexxxt.com:19806/50299f66ecb24fe1964c5c7818118527
TechStorm,P2p://generationnexxxt.com:19806/9e84e7f44550435a91e4d0d92cc0147f
年代新聞,P2p://generationnexxxt.com:19806/f8c807d770a8429da9d058b516902907
中天新聞,P2p://147.135.39.171:9906/668829a300087a07bea90b34300003a6
緯來育樂,P2p://generationnexxxt.com:19806/582d689b3362424fbf99541335e57ba2
緯來電影,P2p://generationnexxxt.com:19806/c919ad41b4a9444bbc9fdf332a13724d
緯來綜合,P2p://generationnexxxt.com:19806/b936f6c565994dc88e2143be7af35c25
CINEMAX,P2p://generationnexxxt.com:19806/d559fe6e91584b87bff1eaeb0660c6ef
亞洲美食頻道,P2p://generationnexxxt.com:19806/081793e8697647e5af4c70b9265cab70
美食星球,P2p://generationnexxxt.com:19806/603ff2b4a3b34834bbe7bbc04b6b8d78
EYE TV旅遊,P2p://generationnexxxt.com:19806/5b302f252b45400888768bf7dce6cf94
Animax,P2p://generationnexxxt.com:19806/4913cc8e4b7e490eaebbb4a081bf02b8
CinemaWorld,P2p://generationnexxxt.com:19806/023f59ea320a4c6e92921cefdbaa56fa
愛爾達體育1,P2p://generationnexxxt.com:19806/49de700b9bd64f49b6b877f188eb7845
亞洲旅遊,P2p://generationnexxxt.com:19806/bc0c6c9782004039b1220b4faa8a3abf
TVBS歡樂,P2p://generationnexxxt.com:19806/2f5899dbb41e4f798ef5d21862533392
高點綜合,P2p://generationnexxxt.com:19806/434410dec739471d9743acce6fa7db63
HBO Family,P2p://generationnexxxt.com:19806/e8c4b36eccf04b64aee2e9ef6b12a980
HBO強檔鉅獻,P2p://generationnexxxt.com:19806/55d1f251a1cc4043b0b2a748bcd26242
HBO原創鉅獻,P2p://generationnexxxt.com:19806/03579c59806d4cd9b1b3100caacadede
amc電影,P2p://generationnexxxt.com:19806/f3c27a21d7c94ce897675ac9dbcf304f
Discovery Asia,P2p://generationnexxxt.com:19806/65e9a59d000f257fe8f2360919064328
探索頻道,P2p://generationnexxxt.com:19806/03803dbb35eb4e78a332b2b421b770c8
動物星球,P2p://generationnexxxt.com:19806/e2f475dd35c74f20b7dc33c3204beb23
三立iNEWS,P2p://generationnexxxt.com:19806/1d4ae63a90fa4f77b866e6f907a2c82c
霹靂台灣,P2p://generationnexxxt.com:19806/28662f792e3745e6893da9c2f2f94575
BBC Earth,P2p://generationnexxxt.com:19806/14e78adfa4c44280a4ad715bab2532f0
BBC Lifestyle,P2p://generationnexxxt.com:19806/1d87116de5de48f5a94c45900b029545
影迷數位電影,P2p://generationnexxxt.com:19806/953af90f5a014c74b239928d831a1480
愛爾達體育4,P2p://generationnexxxt.com:19806/4e215dc71da5483bae1a0316a8c4673e
博斯高球,P2p://generationnexxxt.com:19806/a0b205fa58d04238b5a166760468f88a
博斯網球檯,P2p://generationnexxxt.com:19806/2d4ebc7a69904ad795df8adc5906d3a4
博斯運動,P2p://generationnexxxt.com:19806/9ab4db0c2a6444f5bca41b8dca371a70
博斯無限,P2p://generationnexxxt.com:19806/3f6a91a25f724acb9bc245c2eda7b04c
中天亞洲,P2p://generationnexxxt.com:19806/1279f4aaa3ea4f958ed26b14f1ffeb7e
中天娛樂,P2p://generationnexxxt.com:19806/ef92e3e69b334eaca20f0e2a26bf0f31
WARNER TV,P2p://generationnexxxt.com:19806/fcf665244a5740ebb61fcba5ef2f6cee
i-Fun動漫,P2p://generationnexxxt.com:19806/6cb1867e9aa543d7938ecb9ac3605564
八大優頻道,P2p://generationnexxxt.com:19806/18013a59708946259a859b90d07b8aac
民視第一,P2p://generationnexxxt.com:19806/3a4000096c084c79af219586be8ed979
三立新聞,P2p://generationnexxxt.com:19806/69427a93f58247d1a31f424cbadc6c4d
東森戲劇,P2p://generationnexxxt.com:19806/4c925da5e039498a85b4d3fa0bfb5910
東森新聞,P2p://generationnexxxt.com:19806/e9f96143b31a4e869309a60c27c66bc4
歷史頻道,P2p://generationnexxxt.com:19806/cf774dbea20b492db00ab609f1c43d47
愛爾達體育2,P2p://generationnexxxt.com:19806/1ba2c7d7725f46a595dcb7df1741b5fb
愛爾達體育3,P2p://generationnexxxt.com:19806/45f846eb465245d2aae9e7c34609f960
TVBS,P2p://generationnexxxt.com:19806/9e185dd6c7dd46edb5a7d675e4fca701
TVBS新聞,P2p://generationnexxxt.com:19806/bb6082c57bae466b9e6c64ba43f2c1e1
年代新聞,P2p://generationnexxxt.com:19806/cd32e0feca2244288f8a878d7aacf0fc
非凡新聞,P2p://generationnexxxt.com:19806/a404066e65af4566931c773a385ed1e3
中天新聞,P2p://147.135.39.171:9906/668829a300087a07bea90b34300003a6#P2p://generationnexxxt.com:19806/1180a44e6cef425e826c3e798f7f3ea9
東森新聞,P2p://generationnexxxt.com:19806/e9f96143b31a4e869309a60c27c66bc4#P2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b
TVBS新聞,P2p://generationnexxxt.com:19806/bb6082c57bae466b9e6c64ba43f2c1e1#P2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9
三立新聞,P2p://generationnexxxt.com:19806/69427a93f58247d1a31f424cbadc6c4d#P2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1
年代新聞,P2p://generationnexxxt.com:19806/cd32e0feca2244288f8a878d7aacf0fc#P2p://generationnexxxt.com:19806/f8c807d770a8429da9d058b516902907
非凡新聞,P2p://generationnexxxt.com:19806/3d7f2e1d0e04407ba29c656092041b09#P2p://generationnexxxt.com:19806/a404066e65af4566931c773a385ed1e3
民視新聞,P2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03
中視新聞,P2p://generationnexxxt.com:19806/75f4ea0339f14b62b1df49ede1723daa
寰宇新聞,P2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a
華視新聞,P2p://generationnexxxt.com:19806/ad4759ce4ff244efaa766154165e5d39
TVBSHD,P2p://generationnexxxt.com:19806/5fe15c41a5ed4d5f9262ee28464c45c0#P2p://generationnexxxt.com:19806/9e185dd6c7dd46edb5a7d675e4fca701
BBC-HD,P2p://generationnexxxt.com:19806/213ee36f11ba4b9896c8440290ebca3b
民視-HD,P2p://generationnexxxt.com:19806/e85920ffa4de4c2cbab08ad68fd1d5ae
台視-HD,P2p://generationnexxxt.com:19806/333435199f804b03aad4410d4674aaeb
中視-HD,P2p://generationnexxxt.com:19806/695746eb4c094292a862a53216d54dac
公視-HD,P2p://generationnexxxt.com:19806/345c7e0b5a7545cfacafed5319da0351
華視-HD,P2p://generationnexxxt.com:19806/2ebe6c2c5cfd454ebdc30acc44e683d7
超視-HD,P2p://generationnexxxt.com:19806/9cf45ab03b744e3696aeeb3aec844fa9
Lifetime,P2p://generationnexxxt.com:19806/7d5e25a5a50c47c3b6853d45f9f54d63
大愛-HD,P2p://generationnexxxt.com:19806/3a1fb2af7f384a148c57899bb1b50dfb
靖天國際,P2p://generationnexxxt.com:19806/924e7a65eec84eddade5f03c3d5ebb37
霹靂台灣,P2p://generationnexxxt.com:19806/0e3ab414dfb34fccb76d20665cd03da4
居家樂活,P2p://generationnexxxt.com:19806/695f8cb90c384faaa0a6253d92e35176
食交子頻道,P2p://generationnexxxt.com:19806/95909f6c10614748a8d824e33bdfaad0
美食星球檯,P2p://generationnexxxt.com:19806/02a89e372e1344d0b74c5b288d4d1cea
亞洲美食,P2p://generationnexxxt.com:19806/ac7e749ef27c4f2c8775ecaae5cd2206
好消息頻道,P2p://generationnexxxt.com:19806/4d0ca895f6d94917a6d24019ab13bd5a
亞洲旅遊,P2p://generationnexxxt.com:19806/409459f958a04a5fa3609250df421445
EYE-旅遊,P2p://generationnexxxt.com:19806/49931b62c0b34671af7cce9d0842ede8
原民電視,P2p://generationnexxxt.com:19806/97025f4b61624e4498cf89ac22dc2120
好消息二,P2p://generationnexxxt.com:19806/75d2c136059342dca8535905bdbd3c19
三立綜合,P2p://generationnexxxt.com:19806/a29710ab6188439f8cfaf83e5268ac06
靖天資訊,P2p://generationnexxxt.com:19806/f412c238a0594d74a72da81118a27f98
靖天綜合,P2p://generationnexxxt.com:19806/9617767eac9b4ce792a24a442e821b13
靖天育樂,P2p://generationnexxxt.com:19806/056c144c71cc4b58be94ec2b1bc6409d
中視經典,P2p://generationnexxxt.com:19806/b0fa86c1552742ffb1e5b79fcc2a9f5e
中視菁採,P2p://generationnexxxt.com:19806/abf4b02e6c7d408ebc9947ae5b2e11c3
客家電視,P2p://generationnexxxt.com:19806/12c8600cdaec420b96693e6cf2e37f67
tvbs精采,P2p://generationnexxxt.com:19806/0af9c12ec2a347b9b626002b0d10f37c
壹電視綜合,P2p://generationnexxxt.com:19806/cf21d5f3323f485b81fd561e01ddb505
緯來精采,P2p://generationnexxxt.com:19806/28427e22e6804e4a8ebd65671e789376
ETto綜合,P2p://generationnexxxt.com:19806/760bcd80b88c4fefa052bef73e87c234
台視綜合,P2p://generationnexxxt.com:19806/b8121a70de4c4ce1aa94361a1689297a
民視第一,P2p://generationnexxxt.com:19806/c29c4ad3a69749f4908e9ae4cab91032
民視台灣,P2p://generationnexxxt.com:19806/38f827cbd65f4fd8af9c173dc13f6cc7
靖天歡樂,P2p://generationnexxxt.com:19806/292ac060fb694ab6bab52a705abd0444
探索頻道,P2p://generationnexxxt.com:19806/c7afe2fe39a04c1dada51462430dce8a
八大優頻道,P2p://generationnexxxt.com:19806/108382b44b1d4a45ae635297d23a4b61
三立戲劇,P2p://generationnexxxt.com:19806/3e3919a7f09443d1b07bdea99f22e42f
龍華戲劇,P2p://generationnexxxt.com:19806/b3526dee03424c8090e6d4d5e787c56b
靖天戲劇,P2p://generationnexxxt.com:19806/08786346511f4fbbbbfe0c4e72ad9409
靖洋戲劇,P2p://generationnexxxt.com:19806/0089fb08f1b448b99c18ce438a9f7fc5
靖天日本,P2p://generationnexxxt.com:19806/a3d3573d8c2543bd81a38c0cf885f56d
iFun動漫,P2p://generationnexxxt.com:19806/5e4556e2a12846c5bedb721c6b5ff1c3
TLC旅遊,P2p://generationnexxxt.com:19806/32000d7eec2049c6b1de2eb8cd3c9348
韓國娛樂,P2p://generationnexxxt.com:19806/8f28b72b74e64314b3b36973f682d021
達文西頻道,P2p://generationnexxxt.com:19806/170c28c8132b4ce183b4fbf61537dcff
動物星球檯,P2p://generationnexxxt.com:19806/b165132a770741bcac023d15750067d3
ROCK-頻道,P2p://generationnexxxt.com:19806/337165af094e40b48fb6db958ffd1cdc
卡通頻道,P2p://generationnexxxt.com:19806/7eb800b1540d4aab9365efc149622aa0
NHK新聞,P2p://generationnexxxt.com:19806/6dd38f99d9ca484aa3f0a2a50f60ba0f
龍華電影,P2p://generationnexxxt.com:19806/40368423d7dc44baaac3fbfc644ee9bf
Smart-知識,P2p://generationnexxxt.com:19806/b90dd56d139b4ef9af62cfa2a07478f8
靖天映畫,P2p://generationnexxxt.com:19806/02870872a71c4d2296b35dd02d5a9973
MO-親子,P2p://generationnexxxt.com:19806/e15e61548a2b4ff792b3dd6620be8139
靖天電影,P2p://generationnexxxt.com:19806/37bdc9a3001d4081a0f0885b317d7221
WARNER,P2p://generationnexxxt.com:19806/3565510269ca47e2b0183ec1cdeca375
公視臺語,P2p://generationnexxxt.com:19806/2bc76898bf1043f4b7eb62fa24759e09
amc電影,P2p://generationnexxxt.com:19806/951cecbe3fd745498d5216c042600ccf
東森幼幼,P2p://generationnexxxt.com:19806/f426ffd2f2744109aedcfaa04fed3a6e
HBOFamily,P2p://generationnexxxt.com:19806/a478d349433544c894aef4e3dc167d64
Catc電影,P2p://generationnexxxt.com:19806/6c90e32dd9b14d1f9eebb3c57a351d15
Cinema-,P2p://generationnexxxt.com:19806/b132ee920a4c47b284c08292e8c215f7
壹電視頻道,P2p://generationnexxxt.com:19806/8ce448f9cbae4feb805286d5b11bcf4d
緯來綜合,P2p://generationnexxxt.com:19806/9ca438ac1af6416087c98ee06bb3e512
採昌影劇,P2p://generationnexxxt.com:19806/2f739a4b287f479bbd28c962f1eb6367
八大第一,P2p://generationnexxxt.com:19806/ef3ddf51945a48beabd3f79eeafe8ac0
佛衛慈悲,P2p://generationnexxxt.com:19806/61d88141c1fe4dccac7b23e365606290
八大綜合,P2p://generationnexxxt.com:19806/5bc105affae344648b1b19d46233e6e6
三立台灣,P2p://generationnexxxt.com:19806/82c3325594cc42bcb28b18426623428e
三立都會,P2p://generationnexxxt.com:19806/d246662584364ea6aad39cb2c7767eec
東森綜合,P2p://generationnexxxt.com:19806/96888fe237044e2e97823cc5e215e1a3
中天綜合,P2p://generationnexxxt.com:19806/3e0f75883e414bb98765c2eab11991be
中天娛樂,P2p://generationnexxxt.com:19806/4ec900f6e5c0468db4b5f6743efa6508
東森戲劇,P2p://generationnexxxt.com:19806/d6863286fa4a40cbbf9f93bd5c1e5733
八大戲劇,P2p://generationnexxxt.com:19806/a5393bab3516410fb2bd81ea2329f7b3
tvbs歡樂,P2p://generationnexxxt.com:19806/115a1e134813400abd3e49bad3af517c
緯來戲劇,P2p://generationnexxxt.com:19806/8a65b7456abb49f0bd564d6741cd4542
高點綜合,P2p://generationnexxxt.com:19806/87ef49531c3c4f70b86874445d32ff0d
CNBC-頻道,P2p://generationnexxxt.com:19806/0c7b37b4c3254709945af2916fe4848b
Bloomberg,P2p://generationnexxxt.com:19806/b7a11fd04a2f4a44acdab32693edee1e
HITs頻道,P2p://generationnexxxt.com:19806/512347b10e364e9bb4d436f495b1a8be
壹電視新聞,P2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b
年代新聞備,P2p://generationnexxxt.com:19806/00b0fb08552945cbbaf718f9d815ca73
東森財經,P2p://generationnexxxt.com:19806/5634f613b7f84f81a5c56a6af4311d57
MO-綜合,P2p://generationnexxxt.com:19806/bc7a77f2d1a54242a2b845916fcb726c
東森電影,P2p://generationnexxxt.com:19806/90fe82037af64fd3bfc08879b08f3e2f
緯來電影,P2p://generationnexxxt.com:19806/73fb2db46b6c4ec885e3709d9b7a4983
龍祥電影,P2p://generationnexxxt.com:19806/1c325d3c69ec458c852b173bf2e397a9
HBO頻道,P2p://generationnexxxt.com:19806/ccabaebf243e4385a8f39a6abf31f8bb
東森洋片,P2p://generationnexxxt.com:19806/29384d5c65734485903a3e592c9ef54f
AXN電影,P2p://generationnexxxt.com:19806/6c01776274094a4191d223378054782b
好萊塢電影,P2p://generationnexxxt.com:19806/c4810d15af404015859a5fc5059e4716
CINE-MAX,P2p://generationnexxxt.com:19806/a7ef892dc3d54789b8a29e5b8b06882e
緯來育樂,P2p://generationnexxxt.com:19806/5c2e47cfcc864451b73783def36674bb
緯來體育,P2p://generationnexxxt.com:19806/76e607f5f18c4561b7d5b5915897cc99
ELEVEN-,P2p://generationnexxxt.com:19806/686833968d4b45319a5942827b997e59
JET綜合,P2p://generationnexxxt.com:19806/834c314a8ff844b0a9c3ea729ad8516b
國興衛視,P2p://generationnexxxt.com:19806/341ef44c383e42aabb387120e1dade1c
Z--頻道,P2p://generationnexxxt.com:19806/70f52ed474e541f78682604ce0330bf2
Animax-,P2p://generationnexxxt.com:19806/7c6f8a583fc24b298779528c07b8c66d
人間衛視,P2p://generationnexxxt.com:19806/6c97041f5da4437597c4f045b19b28c0
尼克頻道,P2p://generationnexxxt.com:19806/1d8cc2412f824c3c888a5d91d241910c
八大娛樂,P2p://generationnexxxt.com:19806/5ca416b9a3564813893dc1033310b6ba
三立iNEWS,P2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16
龍華偶像,P2p://generationnexxxt.com:19806/a7b822eb3c86487b960d27a273d5e0b6
tvN-頻道,P2p://generationnexxxt.com:19806/45cb5d3ff4f842178bd262ac32891a0c
France24,P2p://generationnexxxt.com:19806/cff5534d052046bf8a4d8b2047aaa7c0
非凡商業,P2p://generationnexxxt.com:19806/75d635caf96142a3807ed6c5f7e6240d
公視三,P2p://generationnexxxt.com:19806/facf020d07f54fa8aef38a5c8b127758
大愛二,P2p://generationnexxxt.com:19806/c549d8292cd14ac6a77bf310fba08b65
ELTV生活,P2p://generationnexxxt.com:19806/1a430b38978a4a0698ede6f842b3a265
靖洋卡通,P2p://generationnexxxt.com:19806/c7d3153e13894863a8d735c907971efd
靖天卡通,P2p://generationnexxxt.com:19806/f55c325d0f8b4cac938804f090c50b5c
Nick頻道,P2p://generationnexxxt.com:19806/0fdb4f78ab6f498f88c12ca5a34fffc2
Mezzo Live,P2p://generationnexxxt.com:19806/c87ec7818611487095699a6f5d65e9c4
CLA-古典樂,P2p://generationnexxxt.com:19806/2671749a00774d36bd1afb569bd1edeb
愛爾達一,P2p://generationnexxxt.com:19806/a45037ddc0734fe58e4ab3e053d811dc
愛爾達二,P2p://generationnexxxt.com:19806/dc194c3738dd40448246b92172399ccd
TRACSport,P2p://generationnexxxt.com:19806/771e966a825d4e7e8280601cb8cc1227
博斯高球檯,P2p://generationnexxxt.com:19806/10e28a2c31fe4fe8b3975961dec3503e
博斯高球二,P2p://generationnexxxt.com:19806/65e1b654000ce227c9f3778a2b254b95
博斯網球檯,P2p://generationnexxxt.com:19806/3ffce834097d40fa9036d0c469bafefd
博斯魅力網,P2p://generationnexxxt.com:19806/e8db82c6084a4ae2b114ea7c5403b7a2
博斯無限,P2p://generationnexxxt.com:19806/0df5cdddf4b94ff09c04dfc4f11bcfcf
博斯無限二,P2p://generationnexxxt.com:19806/6826c724c9c846d1bd63a204a39f106f
博斯運動,P2p://generationnexxxt.com:19806/1939cbb0de3449739f1dd5738bfa99e4
ELEVE二,P2p://generationnexxxt.com:19806/3efe7901f6354886b0c9fde9e22ebe44
智林體育,P2p://generationnexxxt.com:19806/2eb49b88b20146879f4c2af756b30118
博斯運動二,P2p://generationnexxxt.com:19806/9b8a1167e7484391ab3945d2dcb29170
HBO強檔,P2p://generationnexxxt.com:19806/7199aae1ab984d4fa9562d1babe7ba06
HBO原創,P2p://generationnexxxt.com:19806/39c393cd52cb4a1b9b51a542f897570e
BBC Earth,P2p://generationnexxxt.com:19806/bfb6de1d865a44c7a78477c6a0eb0b4a
Discovery,P2p://generationnexxxt.com:19806/6d031b7fba864255a10992d86da402ca
科學頻道,P2p://generationnexxxt.com:19806/5eb5ac6d3cf243b69bce16ad8e841668
DMAX頻道,P2p://generationnexxxt.com:19806/9fcdb313900f49c4b0236628fd939870
EVE頻道,P2p://generationnexxxt.com:19806/958f90533a3f4857bd1ea3f6610f45e5
歷史頻道,P2p://generationnexxxt.com:19806/b43ae6d6c7264673901171201610d68c
罪案偵緝,P2p://generationnexxxt.com:19806/33eb3b21b71b469f9a9e0b780c615230
EYE戲劇,P2p://generationnexxxt.com:19806/bffdd8e7cb994d9e80a697632cf0a40f
台視新聞,P2p://generationnexxxt.com:19806/3e72f4e960264195b41106221611a5a7
寰宇台灣,P2p://generationnexxxt.com:19806/eca259193814499a8bea04411ffceb1e
台視財經,P2p://generationnexxxt.com:19806/adf452cad7a246ca8ccc8301f8184c6e
緯來日本,P2p://generationnexxxt.com:19806/f975f456c2124eb78e6afaad3a9db300
愛爾達影劇,P2p://generationnexxxt.com:19806/d2fc333d45044f419b16748a28ac19c5
民視HD_備,P2p://generationnexxxt.com:19806/710b3fa51d9746d982e51411e5a49400
三立台灣,P2p://generationnexxxt.com:19806/82fb76c0b7d7487cb42604a970c4d2da
影迷數位,P2p://generationnexxxt.com:19806/68111c16e7bc42d3bc27791997d39a4b
